x,y,targets
RNA1{r(U)p.r(G)p.r(U)p.r(C)p.r(U)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(G)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(C)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(A)p.r(G)p.r(A)p.r(C)p.r(A)p.d(A)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,73.1,NM_016021
RNA1{r(A)p.r(G)p.r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(G)p.r(U)p.r(U)p.r(G)p.r(U)p.r(C)p.r(U)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(A)p.r(G)p.r(A)p.r(C)p.r(A)p.r(A)p.r(C)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.r(C)p.r(U)p.d(G)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,78.8,NM_016021
RNA1{r(C)p.r(C)p.r(G)p.r(G)p.r(G)p.r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.r(C)p.r(A)p.r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(G)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(C)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.r(U)p.r(G)p.r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.r(C)p.r(C)p.r(C)p.r(G)p.r(G)p.d(C)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,47.4,NM_016021
RNA1{r(G)p.r(C)p.r(G)p.r(C)p.r(C)p.r(G)p.r(G)p.r(G)p.r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.r(C)p.r(A)p.r(G)p.r(C)p.r(A)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(U)p.r(G)p.r(C)p.r(U)p.r(G)p.r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.r(C)p.r(C)p.r(C)p.r(G)p.r(G)p.r(C)p.r(G)p.r(C)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,35.3,NM_016021
RNA1{r(C)p.r(C)p.r(C)p.r(A)p.r(A)p.r(C)p.r(C)p.r(U)p.r(G)p.r(U)p.r(A)p.r(G)p.r(C)p.r(U)p.r(A)p.r(A)p.r(G)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(C)p.r(U)p.r(U)p.r(A)p.r(G)p.r(C)p.r(U)p.r(A)p.r(C)p.r(A)p.r(G)p.r(G)p.r(U)p.r(U)p.r(G)p.r(G)p.r(G)p.d(T)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,78.5,NM_016021
RNA1{r(U)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(A)p.r(C)p.r(C)p.r(U)p.r(A)p.r(C)p.r(C)p.r(C)p.r(A)p.r(A)p.r(C)p.r(C)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(G)p.r(G)p.r(U)p.r(U)p.r(G)p.r(G)p.r(G)p.r(U)p.r(A)p.r(G)p.r(G)p.r(U)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(A)p.d(A)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,47.9,NM_016021
RNA1{r(C)p.r(C)p.r(U)p.r(U)p.r(U)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(A)p.r(C)p.r(C)p.r(U)p.r(A)p.r(C)p.r(C)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(G)p.r(G)p.r(U)p.r(A)p.r(G)p.r(G)p.r(U)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(A)p.r(A)p.r(A)p.r(G)p.r(G)p.d(A)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,56.2,NM_016021
RNA1{r(U)p.r(U)p.r(C)p.r(C)p.r(A)p.r(G)p.r(G)p.r(G)p.r(U)p.r(G)p.r(C)p.r(U)p.r(A)p.r(C)p.r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.r(G)p.r(U)p.r(A)p.r(G)p.r(C)p.r(A)p.r(C)p.r(C)p.r(C)p.r(U)p.r(G)p.r(G)p.r(A)p.r(A)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,75.1,NM_016021
RNA1{r(A)p.r(U)p.r(U)p.r(U)p.r(A)p.r(C)p.r(A)p.r(A)p.r(G)p.r(A)p.r(U)p.r(G)p.r(A)p.r(U)p.r(A)p.r(U)p.r(A)p.r(C)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(G)p.r(U)p.r(A)p.r(U)p.r(A)p.r(U)p.r(C)p.r(A)p.r(U)p.r(C)p.r(U)p.r(U)p.r(G)p.r(U)p.r(A)p.r(A)p.r(A)p.r(U)p.d(C)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,47.6,NM_016021
RNA1{r(U)p.r(U)p.r(C)p.r(A)p.r(C)p.r(U)p.r(A)p.r(A)p.r(C)p.r(U)p.r(G)p.r(A)p.r(U)p.r(U)p.r(U)p.r(A)p.r(C)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(G)p.r(U)p.r(A)p.r(A)p.r(A)p.r(U)p.r(C)p.r(A)p.r(G)p.r(U)p.r(U)p.r(A)p.r(G)p.r(U)p.r(G)p.r(A)p.r(A)p.d(A)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,67.5,NM_016021
RNA1{r(G)p.r(A)p.r(G)p.r(U)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.r(U)p.r(U)p.r(A)p.r(A)p.r(A)p.r(C)p.r(C)p.r(A)p.r(C)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(G)p.r(U)p.r(G)p.r(G)p.r(U)p.r(U)p.r(U)p.r(A)p.r(A)p.r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(A)p.r(C)p.r(U)p.r(C)p.d(A)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,88.7,NM_016021
RNA1{r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(C)p.r(A)p.r(A)p.r(U)p.r(U)p.r(C)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(G)p.r(A)p.r(A)p.r(U)p.r(U)p.r(G)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,75.3,NM_016021
RNA1{r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(C)p.r(A)p.r(A)p.r(U)p.r(U)p.r(C)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(G)p.r(A)p.r(A)p.r(U)p.r(U)p.r(G)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.d(G)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,79.6,NM_016021
RNA1{r(C)p.r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(C)p.r(A)p.r(A)p.r(U)p.r(U)p.r(C)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(G)p.r(A)p.r(A)p.r(U)p.r(U)p.r(G)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.r(G)p.d(C)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,60.5,NM_016021
RNA1{r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(C)p.r(A)p.r(A)p.r(U)p.r(U)p.r(C)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(G)p.r(A)p.r(A)p.r(U)p.r(U)p.r(G)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,54.4,NM_016021
RNA1{r(C)p.r(A)p.r(A)p.r(A)p.r(U)p.r(A)p.r(A)p.r(G)p.r(C)p.r(U)p.r(U)p.r(U)p.r(A)p.r(A)p.r(G)p.r(G)p.r(C)p.r(A)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(U)p.r(G)p.r(C)p.r(C)p.r(U)p.r(U)p.r(A)p.r(A)p.r(A)p.r(G)p.r(C)p.r(U)p.r(U)p.r(A)p.r(U)p.r(U)p.r(U)p.r(G)p.d(C)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,56,NM_016021
RNA1{r(G)p.r(A)p.r(C)p.r(C)p.r(A)p.r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(C)p.r(C)p.r(A)p.r(A)p.r(A)p.r(G)p.r(A)p.r(A)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(U)p.r(U)p.r(C)p.r(U)p.r(U)p.r(U)p.r(G)p.r(G)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.r(U)p.r(G)p.r(G)p.r(U)p.r(C)p.d(A)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,56.7,NM_016021
RNA1{r(C)p.r(U)p.r(G)p.r(A)p.r(C)p.r(C)p.r(A)p.r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(C)p.r(C)p.r(A)p.r(A)p.r(A)p.r(G)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(C)p.r(U)p.r(U)p.r(U)p.r(G)p.r(G)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.r(U)p.r(G)p.r(G)p.r(U)p.r(C)p.r(A)p.r(G)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,73.1,NM_016021
RNA1{r(G)p.r(C)p.r(C)p.r(U)p.r(U)p.r(U)p.r(A)p.r(A)p.r(A)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(A)p.r(A)p.r(G)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(C)p.r(U)p.r(U)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(U)p.r(U)p.r(U)p.r(A)p.r(A)p.r(A)p.r(G)p.r(G)p.r(C)p.d(A)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,50.4,NM_016021
RNA1{r(U)p.r(U)p.r(G)p.r(C)p.r(C)p.r(U)p.r(U)p.r(U)p.r(A)p.r(A)p.r(A)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(U)p.r(U)p.r(U)p.r(A)p.r(A)p.r(A)p.r(G)p.r(G)p.r(C)p.r(A)p.r(A)p.d(C)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,70.5,NM_016021
RNA1{r(G)p.r(U)p.r(U)p.r(G)p.r(C)p.r(C)p.r(U)p.r(U)p.r(U)p.r(A)p.r(A)p.r(A)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(U)p.r(U)p.r(U)p.r(A)p.r(A)p.r(A)p.r(G)p.r(G)p.r(C)p.r(A)p.r(A)p.r(C)p.d(A)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,55.2,NM_016021
RNA1{r(A)p.r(G)p.r(G)p.r(A)p.r(A)p.r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(A)p.r(G)p.r(C)p.r(A)p.r(C)p.r(U)p.r(U)p.r(G)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(C)p.r(A)p.r(A)p.r(G)p.r(U)p.r(G)p.r(C)p.r(U)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.r(U)p.r(U)p.r(C)p.r(C)p.r(U)p.d(C)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,70.7,NM_016021
RNA1{r(G)p.r(G)p.r(A)p.r(G)p.r(A)p.r(G)p.r(G)p.r(G)p.r(A)p.r(G)p.r(C)p.r(C)p.r(A)p.r(U)p.r(A)p.r(G)p.r(G)p.r(U)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(A)p.r(C)p.r(C)p.r(U)p.r(A)p.r(U)p.r(G)p.r(G)p.r(C)p.r(U)p.r(C)p.r(C)p.r(C)p.r(U)p.r(C)p.r(U)p.r(C)p.r(C)p.d(T)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,61,NM_016021
RNA1{r(A)p.r(C)p.r(A)p.r(A)p.r(A)p.r(A)p.r(G)p.r(G)p.r(A)p.r(G)p.r(A)p.r(G)p.r(G)p.r(G)p.r(A)p.r(G)p.r(C)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(G)p.r(C)p.r(U)p.r(C)p.r(C)p.r(C)p.r(U)p.r(C)p.r(U)p.r(C)p.r(C)p.r(U)p.r(U)p.r(U)p.r(U)p.r(G)p.r(U)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,41.7,NM_016021
RNA1{r(U)p.r(G)p.r(C)p.r(C)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(A)p.r(A)p.r(G)p.r(G)p.r(A)p.r(G)p.r(A)p.r(G)p.r(G)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(C)p.r(C)p.r(U)p.r(C)p.r(U)p.r(C)p.r(C)p.r(U)p.r(U)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(G)p.r(G)p.r(C)p.r(A)p.d(T)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,28.7,NM_016021
RNA1{r(A)p.r(C)p.r(A)p.r(G)p.r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.r(U)p.r(U)p.r(A)p.r(G)p.r(C)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(G)p.r(C)p.r(U)p.r(A)p.r(A)p.r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.r(C)p.r(U)p.r(G)p.r(U)p.d(C)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,54.7,NM_016021
RNA1{r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(A)p.r(G)p.r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.r(U)p.r(U)p.r(A)p.r(G)p.r(C)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(G)p.r(C)p.r(U)p.r(A)p.r(A)p.r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.r(C)p.r(U)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.d(T)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,74.8,NM_016021
RNA1{r(G)p.r(A)p.r(G)p.r(U)p.r(A)p.r(U)p.r(A)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(A)p.r(G)p.r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.r(C)p.r(U)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(U)p.r(A)p.r(U)p.r(A)p.r(C)p.r(U)p.r(C)p.d(C)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,91.4,NM_016021
RNA1{r(C)p.r(A)p.r(U)p.r(C)p.r(U)p.r(C)p.r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.r(G)p.r(A)p.r(G)p.r(A)p.r(U)p.r(G)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,64.7,NM_016021
RNA1{r(G)p.r(A)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(U)p.r(C)p.r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.r(G)p.r(A)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(U)p.r(C)p.d(A)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,64.1,NM_016021
RNA1{r(G)p.r(U)p.r(U)p.r(U)p.r(G)p.r(A)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(U)p.r(C)p.r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.r(G)p.r(A)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(U)p.r(C)p.r(A)p.r(A)p.r(A)p.r(C)p.d(A)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,72.6,NM_016021
RNA1{r(U)p.r(C)p.r(U)p.r(G)p.r(U)p.r(U)p.r(U)p.r(G)p.r(A)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(U)p.r(C)p.r(A)p.r(G)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(C)p.r(U)p.r(G)p.r(A)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(U)p.r(C)p.r(A)p.r(A)p.r(A)p.r(C)p.r(A)p.r(G)p.r(A)p.d(T)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,56,NM_016021
RNA1{r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(C)p.r(G)p.r(A)p.r(U)p.r(U)p.r(U)p.r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(G)p.r(G)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(C)p.r(C)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.r(A)p.r(A)p.r(A)p.r(U)p.r(C)p.r(G)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.d(T)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,56.3,NM_016021
RNA1{r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(C)p.r(G)p.r(A)p.r(U)p.r(U)p.r(U)p.r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.r(A)p.r(A)p.r(A)p.r(U)p.r(C)p.r(G)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.d(G)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,46.3,NM_016021
RNA1{r(U)p.r(A)p.r(A)p.r(C)p.r(G)p.r(G)p.r(C)p.r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(C)p.r(G)p.r(A)p.r(U)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(A)p.r(U)p.r(C)p.r(G)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.r(G)p.r(C)p.r(C)p.r(G)p.r(U)p.r(U)p.r(A)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,84,NM_016021
RNA1{r(A)p.r(U)p.r(G)p.r(A)p.r(A)p.r(A)p.r(C)p.r(C)p.r(A)p.r(C)p.r(C)p.r(A)p.r(A)p.r(G)p.r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.r(C)p.r(U)p.r(U)p.r(G)p.r(G)p.r(U)p.r(G)p.r(G)p.r(U)p.r(U)p.r(U)p.r(C)p.r(A)p.r(U)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,68.1,NM_016021
RNA1{r(G)p.r(C)p.r(C)p.r(A)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(G)p.r(U)p.r(A)p.r(U)p.r(C)p.r(C)p.r(C)p.r(A)p.r(U)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(A)p.r(U)p.r(G)p.r(G)p.r(G)p.r(A)p.r(U)p.r(A)p.r(C)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(U)p.r(G)p.r(G)p.r(C)p.d(A)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,53.6,NM_016021
RNA1{r(U)p.r(U)p.r(U)p.r(A)p.r(U)p.r(C)p.r(A)p.r(C)p.r(G)p.r(G)p.r(G)p.r(C)p.r(G)p.r(G)p.r(A)p.r(U)p.r(A)p.r(G)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(C)p.r(U)p.r(A)p.r(U)p.r(C)p.r(C)p.r(G)p.r(C)p.r(C)p.r(C)p.r(G)p.r(U)p.r(G)p.r(A)p.r(U)p.r(A)p.r(A)p.r(A)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,51.8,NM_016021
RNA1{r(C)p.r(C)p.r(G)p.r(A)p.r(U)p.r(U)p.r(U)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(G)p.r(A)p.r(G)p.r(G)p.r(A)p.r(G)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(C)p.r(U)p.r(C)p.r(C)p.r(U)p.r(C)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(A)p.r(A)p.r(A)p.r(U)p.r(C)p.r(G)p.r(G)p.d(A)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,48,NM_016021
RNA1{r(A)p.r(U)p.r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.r(G)p.r(C)p.r(G)p.r(C)p.r(A)p.r(G)p.r(C)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(G)p.r(C)p.r(U)p.r(G)p.r(C)p.r(G)p.r(C)p.r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.r(A)p.r(U)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,55.2,NM_016021
RNA1{r(A)p.r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.r(A)p.r(A)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.r(A)p.r(G)p.r(C)p.r(U)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(A)p.r(G)p.r(C)p.r(U)p.r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(U)p.r(U)p.r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.r(U)p.d(T)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,64.6,NM_005339
RNA1{r(G)p.r(A)p.r(A)p.r(A)p.r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.r(A)p.r(A)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.r(A)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(U)p.r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(U)p.r(U)p.r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.r(U)p.r(U)p.r(U)p.r(C)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,76.6,NM_005339
RNA1{r(C)p.r(C)p.r(C)p.r(G)p.r(A)p.r(A)p.r(A)p.r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.r(A)p.r(A)p.r(C)p.r(A)p.r(G)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(C)p.r(U)p.r(G)p.r(U)p.r(U)p.r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.r(U)p.r(U)p.r(U)p.r(C)p.r(G)p.r(G)p.r(G)p.d(A)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,92.7,NM_005339
RNA1{r(A)p.r(A)p.r(A)p.r(U)p.r(C)p.r(C)p.r(C)p.r(G)p.r(A)p.r(A)p.r(A)p.r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.r(U)p.r(U)p.r(U)p.r(C)p.r(G)p.r(G)p.r(G)p.r(A)p.r(U)p.r(U)p.r(U)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,73.8,NM_005339
RNA1{r(U)p.r(A)p.r(C)p.r(A)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(A)p.r(A)p.r(U)p.r(C)p.r(C)p.r(C)p.r(G)p.r(A)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(U)p.r(C)p.r(G)p.r(G)p.r(G)p.r(A)p.r(U)p.r(U)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(U)p.r(G)p.r(U)p.r(A)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,66.1,NM_005339
RNA1{r(G)p.r(U)p.r(A)p.r(C)p.r(A)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(A)p.r(A)p.r(U)p.r(C)p.r(C)p.r(C)p.r(G)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(C)p.r(G)p.r(G)p.r(G)p.r(A)p.r(U)p.r(U)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(U)p.r(G)p.r(U)p.r(A)p.r(C)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,73.9,NM_005339
